ag_names,year,officers_total,population,ori,agency_name,agency_type_name,county_name,v_crime,n_v,value_v,n_nv,value_nv,n_kill,drug_use,tot_pop,black,med_inc,black_perc
morgan county sheriff's department,2012,26,13318,GA1040000,Morgan County Sheriff's Office,County,morgan,71,1,58981.5,0,0,0,0.0932715442,17919,4466,44908,0.24923265807243708
morgan county sheriff's department,2013,21,13110,GA1040000,Morgan County Sheriff's Office,County,morgan,55,1,65070,0,0,0,0.0932715442,17870,4348,47729,0.24331281477336317
morgan county sheriff's department,2014,21,13062,GA1040000,Morgan County Sheriff's Office,County,morgan,78,2,117963,0,0,0,0.0932715442,17866,4323,49746,0.24196798387999552
morgan county sheriff's department,2015,29,13992,GA1040000,Morgan County Sheriff's Office,County,morgan,59,80,989310.926,69,15407.150000000001,0,0.0932715442,17900,4149,51820,0.2317877094972067
morgan county sheriff's department,2016,21,14023,GA1040000,Morgan County Sheriff's Office,County,morgan,0,4,3076,0,0,0,0.0932715442,17943,4239,54506,0.23624811904363818
morgan county sheriff's department,2017,21,14023,GA1040000,Morgan County Sheriff's Office,County,morgan,0,7,83543.47,0,0,0,0.0932715442,18013,4243,59572,0.23555210126020096
morgan county sheriff's department,2018,21,14023,GA1040000,Morgan County Sheriff's Office,County,morgan,0,7,84391.3,0,0,0,0.0932715442,18235,4258,62530,0.23350699204825884
morris brown college public safety department,2009,12,0,GA060459E,Morris Brown College,University or College,fulton,0,0,0,0,0,0,0.1001136047,987148,423852,58573,0.42937026666720696
morris brown college public safety department,2010,2,0,GA060459E,Morris Brown College,University or College,fulton,0,0,0,0,0,0,0.1001136047,886982,389377,56709,0.4389908701642198
morris brown college public safety department,2011,2,0,GA060459E,Morris Brown College,University or College,fulton,0,0,0,0,0,0,0.1001136047,907811,400328,57582,0.44098165807640577
morris brown college public safety department,2012,12,0,GA060459E,Morris Brown College,University or College,fulton,0,0,0,0,0,0,0.1001136047,929535,410993,57664,0.4421490315049998
morris brown college public safety department,2013,12,0,GA060459E,Morris Brown College,University or College,fulton,0,0,0,0,0,0,0.1001136047,948554,418997,56857,0.44172182079249045
morris brown college public safety department,2014,12,0,GA060459E,Morris Brown College,University or College,fulton,0,0,0,0,0,0,0.1001136047,967100,426478,56642,0.4409864543480509
morris brown college public safety department,2015,12,0,GA060459E,Morris Brown College,University or College,fulton,0,0,0,0,0,0,0.1001136047,983903,433529,57207,0.44062168730047574
morris brown college public safety department,2016,12,0,GA060459E,Morris Brown College,University or College,fulton,0,0,0,0,0,0,0.1001136047,996757,439282,58851,0.44071122650756406
morris brown college public safety department,2017,12,0,GA060459E,Morris Brown College,University or College,fulton,0,0,0,0,0,0,0.1001136047,1010420,445952,61336,0.44135310069080186
morris brown college public safety department,2018,12,0,GA060459E,Morris Brown College,University or College,fulton,0,0,0,0,0,0,0.1001136047,1021902,451053,64787,0.4413857688897761
morrow police department,2009,30,5575,GA0310300,Morrow Police Department,City,clayton,110,0,0,0,0,0,0.1001136047,271652,164406,44308,0.6052081339360652
morrow police department,2010,32,6445,GA0310300,Morrow Police Department,City,clayton,96,0,0,0,0,0,0.1001136047,260156,168502,43311,0.6476959977859438
morrow police department,2011,32,6530,GA0310300,Morrow Police Department,City,clayton,92,0,0,0,0,0,0.1001136047,260756,170540,42936,0.6540213839758241
morrow police department,2012,31,6564,GA0310300,Morrow Police Department,City,clayton,94,0,0,0,0,0,0.1001136047,262066,171921,42569,0.6560217655094518
morrow police department,2013,32,6948,GA0310300,Morrow Police Department,City,clayton,91,0,0,0,0,0,0.1001136047,262455,172228,40606,0.6562191613800461
morrow police department,2014,27,6745,GA0310300,Morrow Police Department,City,clayton,70,0,0,0,0,0,0.1001136047,264221,175863,40314,0.6655905473069892
morrow police department,2015,27,7322,GA0310300,Morrow Police Department,City,clayton,87,0,0,0,0,0,0.1001136047,267234,178548,40938,0.6681335458811378
morrow police department,2016,27,7501,GA0310300,Morrow Police Department,City,clayton,111,0,0,0,0,0,0.1001136047,270269,184017,42470,0.6808661000706703
morrow police department,2017,23,7400,GA0310300,Morrow Police Department,City,clayton,111,0,0,0,0,0,0.1001136047,274150,188442,44106,0.687368229071676
morrow police department,2018,24,7632,GA0310300,Morrow Police Department,City,clayton,67,0,0,0,0,0,0.1001136047,278666,192765,45778,0.6917420855073816
morven police department,2009,3,621,GA0140200,Morven Police Department,City,brooks,0,7,20140.08565217391,0,0,0,0.0851855599,16324,5966,40840,0.3654741484930164
morven police department,2010,6,565,GA0140200,Morven Police Department,City,brooks,0,19,533843.4965,28,12122.19,0,0.0851855599,16338,5983,41309,0.3662014934508508
morven police department,2011,3,572,GA0140200,Morven Police Department,City,brooks,0,34,17246,74,13614.27,0,0.0851855599,16256,5897,40186,0.3627583661417323
morven police department,2012,3,559,GA0140200,Morven Police Department,City,brooks,0,0,0,2,2473,0,0.0851855599,16066,5730,35284,0.3566538030623677
morven police department,2013,3,522,GA0140200,Morven Police Department,City,brooks,0,1,58981.5,3,165.4,0,0.0851855599,15885,5614,34419,0.3534151715454832
morven police department,2014,3,532,GA0140200,Morven Police Department,City,brooks,0,0,0,0,0,0,0.0851855599,15766,5595,31686,0.3548775846758848
morven police department,2015,3,520,GA0140200,Morven Police Department,City,brooks,0,0,0,0,0,0,0.0851855599,15637,5498,32663,0.3516019696872802
morven police department,2016,3,526,GA0140200,Morven Police Department,City,brooks,0,0,0,0,0,0,0.0851855599,15645,5611,34547,0.35864493448386064
morven police department,2017,3,526,GA0140200,Morven Police Department,City,brooks,0,0,0,0,0,0,0.0851855599,15629,5290,34890,0.33847335082218954
morven police department,2018,3,526,GA0140200,Morven Police Department,City,brooks,0,0,0,0,0,0,0.0851855599,15622,5358,34322,0.34297785174753553
moultrie police department,2009,42,15515,GA0350100,Moultrie Police Department,City,colquitt,445,0,0,0,0,0,0.0851855599,44633,10155,31707,0.22752223690990972
moultrie police department,2010,39,14268,GA0350100,Moultrie Police Department,City,colquitt,432,0,0,0,0,0,0.0851855599,44712,10162,32902,0.22727679370191448
moultrie police department,2011,42,14456,GA0350100,Moultrie Police Department,City,colquitt,427,0,0,0,0,1,0.0851855599,45079,10381,33345,0.23028461145988155
moultrie police department,2012,44,14311,GA0350100,Moultrie Police Department,City,colquitt,319,0,0,0,0,0,0.0851855599,45531,10448,33186,0.22947003140717315
moultrie police department,2013,39,14554,GA0350100,Moultrie Police Department,City,colquitt,328,0,0,0,0,0,0.0851855599,45781,10726,32484,0.2342893340031891
moultrie police department,2014,39,14691,GA0350100,Moultrie Police Department,City,colquitt,238,0,0,0,0,0,0.0851855599,45987,10722,32233,0.23315284754387108
moultrie police department,2015,36,14548,GA0350100,Moultrie Police Department,City,colquitt,222,0,0,0,0,0,0.0851855599,46024,10631,32409,0.23098818007995828
moultrie police department,2016,39,14384,GA0350100,Moultrie Police Department,City,colquitt,268,100,27.12,0,0,0,0.0851855599,46002,10244,33968,0.22268597017520977
moultrie police department,2017,26,14365,GA0350100,Moultrie Police Department,City,colquitt,203,0,0,0,0,0,0.0851855599,45890,10413,34503,0.22691218130311613
moultrie police department,2018,29,14136,GA0350100,Moultrie Police Department,City,colquitt,159,0,0,0,0,0,0.0851855599,45606,10491,35472,0.23003552164188923
mount airy police department,2009,1,1209,GA0680400,Mount Airy Police Department,City,habersham,8,0,0,0,0,0,0.0865314877,41790,1921,40412,0.045967934912658534
mount airy police department,2010,1,1284,GA0680400,Mount Airy Police Department,City,habersham,7,0,0,0,0,0,0.0865314877,42212,1632,40192,0.03866199185065858
mount airy police department,2011,1,1301,GA0680400,Mount Airy Police Department,City,habersham,2,0,0,0,0,0,0.0865314877,42744,1764,41222,0.04126895002807412
mount airy police department,2012,1,1306,GA0680400,Mount Airy Police Department,City,habersham,5,3,1497,0,0,0,0.0865314877,43038,1776,41894,0.041265858078907015
mount airy police department,2013,1,1280,GA0680400,Mount Airy Police Department,City,habersham,5,0,0,0,0,0,0.0865314877,43181,1759,39306,0.040735508672795906
mount airy police department,2014,1,1280,GA0680400,Mount Airy Police Department,City,habersham,6,0,0,0,0,0,0.0865314877,43342,1651,40689,0.03809238152369526
mount airy police department,2015,1,1291,GA0680400,Mount Airy Police Department,City,habersham,5,0,0,0,0,0,0.0865314877,43527,1675,40907,0.038481861832885336
mount airy police department,2016,1,1293,GA0680400,Mount Airy Police Department,City,habersham,0,0,0,0,0,0,0.0865314877,43724,1433,41600,0.032773762693257706
mount airy police department,2017,1,1293,GA0680400,Mount Airy Police Department,City,habersham,0,0,0,0,0,0,0.0865314877,43878,1381,44474,0.0314736314326086
mount airy police department,2018,1,1293,GA0680400,Mount Airy Police Department,City,habersham,6,0,0,0,0,0,0.0865314877,44289,1358,49140,0.03066224118855698
mount vernon police department,2009,3,2158,GA1030100,Mount Vernon Police Department,City,montgomery,0,0,0,0,0,0,0.1025151143,8939,2295,33970,0.25674012753104375
mount vernon police department,2010,5,2451,GA1030100,Mount Vernon Police Department,City,montgomery,0,0,0,0,0,0,0.1025151143,9138,2474,35182,0.27073757933902387
mount vernon police department,2011,3,2483,GA1030100,Mount Vernon Police Department,City,montgomery,0,0,0,0,0,0,0.1025151143,9121,2491,34933,0.2731060190768556
mount vernon police department,2012,3,2461,GA1030100,Mount Vernon Police Department,City,montgomery,0,0,0,0,0,0,0.1025151143,9054,2440,33569,0.2694941462337089
mount vernon police department,2013,3,2180,GA1030100,Mount Vernon Police Department,City,montgomery,0,0,0,0,0,0,0.1025151143,9050,2423,32702,0.26773480662983423
mount vernon police department,2014,3,2296,GA1030100,Mount Vernon Police Department,City,montgomery,0,0,0,0,0,0,0.1025151143,9000,2379,34653,0.2643333333333333
mount vernon police department,2015,3,2287,GA1030100,Mount Vernon Police Department,City,montgomery,0,0,0,0,0,0,0.1025151143,8968,2369,34672,0.2641614629794826
mount vernon police department,2016,3,2268,GA1030100,Mount Vernon Police Department,City,montgomery,0,0,0,0,0,0,0.1025151143,9005,2368,38111,0.262965019433648
mount vernon police department,2017,3,2268,GA1030100,Mount Vernon Police Department,City,montgomery,0,0,0,0,0,0,0.1025151143,8962,2345,40308,0.2616603436732872
mount vernon police department,2018,3,2268,GA1030100,Mount Vernon Police Department,City,montgomery,0,0,0,0,0,0,0.1025151143,9036,2374,40728,0.2627268702965914
mountain city police department,2009,3,737,GA1190200,Mountain City Police Department,City,rabun,3,0,0,0,0,0,0.0865314877,16464,151,34308,0.009171525753158407
mountain city police department,2010,3,1088,GA1190200,Mountain City Police Department,City,rabun,0,0,0,0,0,0,0.0865314877,16266,198,34406,0.01217263002582073
mountain city police department,2011,3,1102,GA1190200,Mountain City Police Department,City,rabun,2,0,0,0,0,0,0.0865314877,16302,187,33533,0.011470985155195682
mountain city police department,2012,2,1100,GA1190200,Mountain City Police Department,City,rabun,0,0,0,0,0,0,0.0865314877,16297,188,32995,0.011535865496717188
mountain city police department,2013,3,1078,GA1190200,Mountain City Police Department,City,rabun,1,0,0,0,0,0,0.0865314877,16271,220,35423,0.013520988261323828
mountain city police department,2014,3,1057,GA1190200,Mountain City Police Department,City,rabun,0,0,0,0,0,0,0.0865314877,16267,250,34043,0.015368537529968649
mountain city police department,2015,2,1059,GA1190200,Mountain City Police Department,City,rabun,1,0,0,0,0,0,0.0865314877,16266,307,35211,0.018873724332964466
mountain city police department,2016,3,1056,GA1190200,Mountain City Police Department,City,rabun,0,0,0,0,0,0,0.0865314877,16312,346,38277,0.021211378126532614
mountain city police department,2017,3,1056,GA1190200,Mountain City Police Department,City,rabun,0,0,0,0,0,0,0.0865314877,16354,325,39297,0.01987281399046105
mountain city police department,2018,3,1076,GA1190200,Mountain City Police Department,City,rabun,0,0,0,0,0,0,0.0865314877,16457,393,40902,0.023880415628607887
mt zion police department,2009,3,1612,GA0220700,Mount Zion Police Department,City,carroll,3,0,0,0,0,0,0.1042335962,110641,18992,44693,0.17165426921304036
mt zion police department,2010,2,1696,GA0220700,Mount Zion Police Department,City,carroll,0,0,0,0,0,0,0.1042335962,109227,19679,45559,0.18016607615333205
mt zion police department,2011,3,1718,GA0220700,Mount Zion Police Department,City,carroll,7,0,0,0,0,0,0.1042335962,110292,20057,45752,0.18185362492293186
mt zion police department,2012,3,1725,GA0220700,Mount Zion Police Department,City,carroll,5,0,0,0,0,0,0.1042335962,110750,20175,46704,0.1821670428893905
mt zion police department,2013,3,1700,GA0220700,Mount Zion Police Department,City,carroll,8,0,0,0,0,0,0.1042335962,111160,20245,46147,0.18212486505937386
mt zion police department,2014,4,1720,GA0220700,Mount Zion Police Department,City,carroll,11,0,0,0,0,0,0.1042335962,111872,20334,45009,0.1817612986270023
mt zion police department,2015,3,1724,GA0220700,Mount Zion Police Department,City,carroll,8,2,117963,3,3233,0,0.1042335962,112595,20649,43586,0.18339180247790754
mt zion police department,2016,4,1743,GA0220700,Mount Zion Police Department,City,carroll,12,0,0,0,0,0,0.1042335962,113756,20904,45486,0.18376173564471324
mt zion police department,2017,4,1743,GA0220700,Mount Zion Police Department,City,carroll,6,0,0,0,0,0,0.1042335962,114898,21601,46844,0.18800153179341678
mt zion police department,2018,3,1811,GA0220700,Mount Zion Police Department,City,carroll,5,0,0,0,0,0,0.1042335962,116022,21996,49608,0.18958473392977193
murray county sheriff's department,2009,37,35864,GA1050000,Murray County Sheriff's Office,County,murray,179,0,0,0,0,0,0.0865314877,40535,365,38348,0.009004563957074134
murray county sheriff's department,2010,38,34419,GA1050000,Murray County Sheriff's Office,County,murray,191,0,0,0,0,0,0.0865314877,39925,266,38226,0.006662492172824045
murray county sheriff's department,2011,40,34872,GA1050000,Murray County Sheriff's Office,County,murray,226,0,0,0,0,1,0.0865314877,39800,467,37004,0.011733668341708543
murray county sheriff's department,2012,41,34720,GA1050000,Murray County Sheriff's Office,County,murray,233,0,0,0,0,0,0.0865314877,39635,450,36928,0.011353601614734452
murray county sheriff's department,2013,57,34155,GA1050000,Murray County Sheriff's Office,County,murray,195,0,0,0,0,0,0.0865314877,39504,466,34888,0.011796273795058728
murray county sheriff's department,2014,46,34140,GA1050000,Murray County Sheriff's Office,County,murray,164,2,117963,0,0,0,0.0865314877,39416,454,34478,0.01151816521209661
murray county sheriff's department,2015,46,34248,GA1050000,Murray County Sheriff's Office,County,murray,1160,0,0,0,0,0,0.0865314877,39401,361,35539,0.009162204004974493
murray county sheriff's department,2016,46,34264,GA1050000,Murray County Sheriff's Office,County,murray,504,0,0,0,0,0,0.0865314877,39358,387,38136,0.009832816708166065
murray county sheriff's department,2017,41,34172,GA1050000,Murray County Sheriff's Office,County,murray,91,0,0,0,0,0,0.0865314877,39444,380,41617,0.009633911368015413
murray county sheriff's department,2018,45,34517,GA1050000,Murray County Sheriff's Office,County,murray,46,0,0,0,0,0,0.0865314877,39557,424,45238,0.010718709710038679
muscogee county sheriff's department,2009,196,0,GA1060000,Muscogee  County Sheriff's Office,County,muscogee,0,0,0,0,0,0,0.1042335962,188737,85457,40549,0.45278350296974096
muscogee county sheriff's department,2010,196,0,GA1060000,Muscogee  County Sheriff's Office,County,muscogee,0,0,0,0,0,0,0.1042335962,187629,84911,41331,0.45254731411455584
muscogee county sheriff's department,2011,196,0,GA1060000,Muscogee  County Sheriff's Office,County,muscogee,0,0,0,0,0,0,0.1042335962,188548,85164,41088,0.45168339096675647
muscogee county sheriff's department,2012,196,0,GA1060000,Muscogee  County Sheriff's Office,County,muscogee,0,0,0,0,0,0,0.1042335962,191278,86320,41443,0.45128033542801577
muscogee county sheriff's department,2013,196,0,GA1060000,Muscogee  County Sheriff's Office,County,muscogee,0,0,0,0,0,0,0.1042335962,194949,87989,41339,0.4513436847585779
muscogee county sheriff's department,2014,326,0,GA1060000,Muscogee  County Sheriff's Office,County,muscogee,0,0,0,0,0,0,0.1042335962,198247,88878,41362,0.4483195205980418
muscogee county sheriff's department,2015,196,0,GA1060000,Muscogee  County Sheriff's Office,County,muscogee,0,0,0,0,0,0,0.1042335962,200285,89663,42306,0.44767706018923037
muscogee county sheriff's department,2016,196,0,GA1060000,Muscogee  County Sheriff's Office,County,muscogee,0,0,0,0,0,0,0.1042335962,200303,90256,42661,0.4505973450222912
muscogee county sheriff's department,2017,196,0,GA1060000,Muscogee  County Sheriff's Office,County,muscogee,0,0,0,0,0,0,0.1042335962,198647,90593,43239,0.45605017946407445
muscogee county sheriff's department,2018,289,0,GA1060000,Muscogee  County Sheriff's Office,County,muscogee,57,0,0,0,0,0,0.1042335962,196670,90001,45389,0.45762444704327043
nahunta police department,2009,3,991,GA0130100,Nahunta Police Department,City,brantley,6,0,0,0,0,0,0.1025151143,15442,884,39569,0.057246470664421706
nahunta police department,2010,3,1053,GA0130100,Nahunta Police Department,City,brantley,25,0,0,0,0,0,0.1025151143,17650,793,37343,0.04492917847025496
nahunta police department,2011,3,1067,GA0130100,Nahunta Police Department,City,brantley,13,0,0,0,0,0,0.1025151143,17937,859,38374,0.047889836650498965
nahunta police department,2012,2,1062,GA0130100,Nahunta Police Department,City,brantley,15,0,0,0,0,0,0.1025151143,18279,750,37374,0.041030690956835716
nahunta police department,2013,3,1095,GA0130100,Nahunta Police Department,City,brantley,0,0,0,0,0,0,0.1025151143,18409,638,36070,0.03465696126894454
nahunta police department,2014,1,1050,GA0130100,Nahunta Police Department,City,brantley,10,0,0,0,0,0,0.1025151143,18463,748,36301,0.0405134593511347
nahunta police department,2015,1,1056,GA0130100,Nahunta Police Department,City,brantley,3,0,0,0,0,0,0.1025151143,18452,588,37206,0.03186646433990895
nahunta police department,2016,1,1061,GA0130100,Nahunta Police Department,City,brantley,3,0,0,0,0,0,0.1025151143,18403,526,36837,0.028582296364723144
nahunta police department,2017,2,1047,GA0130100,Nahunta Police Department,City,brantley,3,0,0,0,0,0,0.1025151143,18411,697,36812,0.03785780240073869
nahunta police department,2018,1,1065,GA0130100,Nahunta Police Department,City,brantley,0,0,0,0,0,0,0.1025151143,18561,655,37031,0.03528904692635095
nashville police department,2009,15,4884,GA0100100,Nashville Police Department,City,berrien,103,0,0,0,0,0,0.0851855599,16814,1983,32029,0.1179374330914714
nashville police department,2010,16,4939,GA0100100,Nashville Police Department,City,berrien,128,0,0,0,0,0,0.0851855599,18708,2207,32202,0.11797092153089588
nashville police department,2011,14,5004,GA0100100,Nashville Police Department,City,berrien,145,0,0,0,0,0,0.0851855599,18977,2300,32512,0.12119934657743585
nashville police department,2012,14,5014,GA0100100,Nashville Police Department,City,berrien,123,0,0,0,0,0,0.0851855599,19131,2126,31506,0.1111285348387434
nashville police department,2013,13,4993,GA0100100,Nashville Police Department,City,berrien,108,0,0,0,0,0,0.0851855599,19174,2093,32258,0.10915823511004485
nashville police department,2014,14,4890,GA0100100,Nashville Police Department,City,berrien,92,0,0,0,0,0,0.0851855599,19091,2070,31812,0.1084280551044995
nashville police department,2015,14,4749,GA0100100,Nashville Police Department,City,berrien,100,0,0,0,0,0,0.0851855599,19019,2174,31835,0.11430674588569326
nashville police department,2016,14,4834,GA0100100,Nashville Police Department,City,berrien,92,0,0,0,0,0,0.0851855599,18986,2123,35740,0.11181923522595597
nashville police department,2017,13,4849,GA0100100,Nashville Police Department,City,berrien,68,0,0,0,0,0,0.0851855599,19014,2245,38297,0.11807089512990428
nashville police department,2018,14,4839,GA0100100,Nashville Police Department,City,berrien,86,0,0,0,0,0,0.0851855599,19025,2273,37163,0.11947437582128778
nelson police department,2009,1,964,GA0280600,Nelson Police Department,City,cherokee,0,0,0,0,0,0,0.0865314877,201233,11036,66248,0.05484189968842088
nelson police department,2010,1,1314,GA0280600,Nelson Police Department,City,cherokee,0,0,0,0,0,0,0.0865314877,206283,11402,66320,0.05527358046954912
nelson police department,2011,1,1331,GA0280600,Nelson Police Department,City,cherokee,0,0,0,0,0,0,0.0865314877,211316,12074,66717,0.057137178443657836
nelson police department,2012,1,1338,GA0280600,Nelson Police Department,City,cherokee,5,0,0,0,0,0,0.0865314877,215014,12306,67928,0.05723348247090887
nelson police department,2013,1,1321,GA0280600,Nelson Police Department,City,cherokee,4,0,0,0,0,0,0.0865314877,218277,13390,67261,0.06134407198193122
nelson police department,2014,1,1327,GA0280600,Nelson Police Department,City,cherokee,0,0,0,0,0,0,0.0865314877,221951,14112,67371,0.0635816013444409
nelson police department,2015,1,1348,GA0280600,Nelson Police Department,City,cherokee,0,0,0,0,0,0,0.0865314877,225944,14910,68926,0.06598980278299048
nelson police department,2016,1,1353,GA0280600,Nelson Police Department,City,cherokee,0,0,0,0,0,0,0.0865314877,230629,14934,72586,0.06475334845140897
nelson police department,2017,1,1353,GA0280600,Nelson Police Department,City,cherokee,0,0,0,0,0,0,0.0865314877,235896,15623,75477,0.06622833791162207
nelson police department,2018,1,1353,GA0280600,Nelson Police Department,City,cherokee,0,0,0,0,0,0,0.0865314877,241910,16478,79670,0.06811624157744615
newington,2009,2,304,GA1240300,Newington Police Department,City,screven,0,0,0,0,0,0,0.0932715442,15077,6638,32943,0.44027326391191884
newington,2010,2,274,GA1240300,Newington Police Department,City,screven,7,0,0,0,0,0,0.0932715442,14799,6483,32155,0.4380701398743158
newington,2011,2,278,GA1240300,Newington Police Department,City,screven,1,0,0,0,0,0,0.0932715442,14697,6539,31963,0.4449207321222018
newington,2012,1,272,GA1240300,Newington Police Department,City,screven,1,0,0,0,0,0,0.0932715442,14574,6416,34634,0.4402360367778235
newington,2013,2,266,GA1240300,Newington Police Department,City,screven,0,0,0,0,0,0,0.0932715442,14455,6129,34848,0.4240055344171567
newington,2014,2,263,GA1240300,Newington Police Department,City,screven,0,0,0,0,0,0,0.0932715442,14281,6018,34097,0.42139906169035785
newington,2015,2,266,GA1240300,Newington Police Department,City,screven,0,0,0,0,0,0,0.0932715442,14206,5966,34466,0.4199633957482754
newington,2016,2,268,GA1240300,Newington Police Department,City,screven,0,0,0,0,0,0,0.0932715442,14114,5881,35047,0.4166784752727788
newington,2017,2,268,GA1240300,Newington Police Department,City,screven,0,0,0,0,0,0,0.0932715442,14037,5856,36556,0.4171831587946142
newington,2018,2,268,GA1240300,Newington Police Department,City,screven,0,0,0,0,0,0,0.0932715442,13990,5868,37588,0.4194424588992137
newnan police department,2009,72,32645,GA0380100,Newnan Police Department,City,coweta,360,1,72.1,0,0,0,0.1042335962,118531,20487,61854,0.1728408601969105
newnan police department,2010,70,33039,GA0380100,Newnan Police Department,City,coweta,431,15,7485,5,500.98,0,0.1042335962,121528,21360,61550,0.1757619643209795
newnan police department,2011,68,33474,GA0380100,Newnan Police Department,City,coweta,433,0,0,0,0,0,0.1042335962,124695,21992,61015,0.17636633385460523
newnan police department,2012,71,34085,GA0380100,Newnan Police Department,City,coweta,369,0,0,0,0,0,0.1042335962,127212,22602,60675,0.1776719177436091
newnan police department,2013,71,34453,GA0380100,Newnan Police Department,City,coweta,329,1,84.26666666666667,0,0,0,0.1042335962,129397,23089,60813,0.1784353578521913
newnan police department,2014,77,35232,GA0380100,Newnan Police Department,City,coweta,351,1,58981.5,0,0,0,0.1042335962,131419,23312,61662,0.1773868314322891
newnan police department,2015,65,36954,GA0380100,Newnan Police Department,City,coweta,389,0,0,0,0,0,0.1042335962,133416,23872,62461,0.1789290639803322
newnan police department,2016,79,38137,GA0380100,Newnan Police Department,City,coweta,369,0,0,0,0,0,0.1042335962,135625,23913,65244,0.17631705069124423
newnan police department,2017,80,38825,GA0380100,Newnan Police Department,City,coweta,388,2,778192,0,0,0,0.1042335962,138015,24223,67570,0.17550990834329602
newnan police department,2018,81,39830,GA0380100,Newnan Police Department,City,coweta,321,0,0,0,0,0,0.1042335962,140516,24730,70717,0.175994192832133
newton county sheriff's department,2009,154,83220,GA1070000,Newton County Sheriff's Office,County,newton,1035,0,0,0,0,0,0.1001136047,94076,31901,52743,0.33909817594285474
newton county sheriff's department,2010,150,83277,GA1070000,Newton County Sheriff's Office,County,newton,982,0,0,0,0,0,0.1001136047,96833,37321,52361,0.38541612879906645
newton county sheriff's department,2011,141,84331,GA1070000,Newton County Sheriff's Office,County,newton,1142,0,0,0,0,0,0.1001136047,98864,38704,51691,0.39148729567891244
newton county sheriff's department,2012,143,84855,GA1070000,Newton County Sheriff's Office,County,newton,1049,19,9481,0,0,0,0.1001136047,100047,40145,51336,0.40126140713864483
newton county sheriff's department,2013,75,84898,GA1070000,Newton County Sheriff's Office,County,newton,1171,0,0,0,0,0,0.1001136047,100808,41143,50580,0.4081322910880089
newton county sheriff's department,2014,149,86248,GA1070000,Newton County Sheriff's Office,County,newton,800,0,0,0,0,1,0.1001136047,101503,42003,49208,0.4138104292483966
newton county sheriff's department,2015,150,87169,GA1070000,Newton County Sheriff's Office,County,newton,778,0,0,0,0,1,0.1001136047,102645,42837,49179,0.4173315797164986
newton county sheriff's department,2016,149,88667,GA1070000,Newton County Sheriff's Office,County,newton,734,0,0,0,0,0,0.1001136047,103901,44682,51068,0.43004398417724565
newton county sheriff's department,2017,149,88667,GA1070000,Newton County Sheriff's Office,County,newton,767,0,0,0,0,0,0.1001136047,105042,45433,52784,0.43252222920355665
newton county sheriff's department,2018,139,91132,GA1070000,Newton County Sheriff's Office,County,newton,628,0,0,0,0,0,0.1001136047,106497,46869,53309,0.44009690413814473
newton police department,2009,1,794,GA0040100,Newton Police Department,City,baker,6,0,0,0,0,0,0.0851855599,3810,2205,30403,0.5787401574803149
newton police department,2010,3,654,GA0040100,Newton Police Department,City,baker,1,0,0,0,0,0,0.0851855599,3657,2162,27462,0.5911949685534591
newton police department,2011,2,663,GA0040100,Newton Police Department,City,baker,7,0,0,0,0,0,0.0851855599,3494,1830,27255,0.5237550085861477
newton police department,2012,1,591,GA0040100,Newton Police Department,City,baker,10,0,0,0,0,0,0.0851855599,3483,1981,24219,0.5687625610106231
newton police department,2013,3,628,GA0040100,Newton Police Department,City,baker,2,0,0,0,0,0,0.0851855599,3410,2060,27353,0.60410557184750735
newton police department,2014,3,620,GA0040100,Newton Police Department,City,baker,4,0,0,0,0,0,0.0851855599,3342,1552,45526,0.46439257929383604
newton police department,2015,3,600,GA0040100,Newton Police Department,City,baker,0,0,0,0,0,0,0.0851855599,3292,1569,44297,0.4766099635479951
newton police department,2016,3,583,GA0040100,Newton Police Department,City,baker,0,0,0,0,0,0,0.0851855599,3250,1347,45903,0.41446153846153844
newton police department,2017,3,583,GA0040100,Newton Police Department,City,baker,0,0,0,0,0,0,0.0851855599,3251,1349,43867,0.41494924638572744
newton police department,2018,1,593,GA0040100,Newton Police Department,City,baker,0,0,0,0,0,0,0.0851855599,3189,1236,37188,0.38758231420507994
nicholls police department,2009,4,2846,GA0340400,Nicholls Police Department,City,coffee,8,0,0,0,0,0,0.1025151143,40198,10833,33119,0.2694910194537042
nicholls police department,2010,5,2798,GA0340400,Nicholls Police Department,City,coffee,18,0,0,0,0,0,0.1025151143,41647,11314,35202,0.2716642255144428
nicholls police department,2011,2,2835,GA0340400,Nicholls Police Department,City,coffee,9,0,0,0,0,0,0.1025151143,42143,11410,34327,0.27074484493272905
nicholls police department,2012,2,3510,GA0340400,Nicholls Police Department,City,coffee,19,0,0,0,0,0,0.1025151143,42566,11642,35583,0.2735046750927971
nicholls police department,2013,2,3438,GA0340400,Nicholls Police Department,City,coffee,27,0,0,0,0,0,0.1025151143,42841,11857,35693,0.2767675824560584
nicholls police department,2014,2,3373,GA0340400,Nicholls Police Department,City,coffee,19,0,0,0,0,0,0.1025151143,42947,11801,34523,0.27478054346054437
nicholls police department,2015,2,3364,GA0340400,Nicholls Police Department,City,coffee,24,0,0,0,0,0,0.1025151143,43003,12147,33965,0.28246866497686207
nicholls police department,2016,2,3378,GA0340400,Nicholls Police Department,City,coffee,12,0,0,0,0,0,0.1025151143,43042,12104,34536,0.2812136982482227
nicholls police department,2017,2,3378,GA0340400,Nicholls Police Department,City,coffee,0,0,0,0,0,0,0.1025151143,43048,12066,36572,0.2802917673294927
