ag_names,year,officers_total,population,ori,agency_name,agency_type_name,county_name,v_crime,n_v,value_v,n_nv,value_nv,n_kill,drug_use,tot_pop,black,med_inc,black_perc
nicholls police department,2018,2,3378,GA0340400,Nicholls Police Department,City,coffee,0,0,0,0,0,0,0.1025151143,42961,12056,38266,0.28062661483671236
norcross police department,2009,37,11031,GA0670700,Norcross Police Department,City,gwinnett,235,0,0,0,0,0,0.1001136047,766912,154866,65136,0.20193451139113744
norcross police department,2010,36,9116,GA0670700,Norcross Police Department,City,gwinnett,148,0,0,0,0,0,0.1001136047,778022,172401,63219,0.22158884967263137
norcross police department,2011,38,9236,GA0670700,Norcross Police Department,City,gwinnett,172,0,0,0,0,0,0.1001136047,794872,179983,63076,0.22643016737286004
norcross police department,2012,43,9440,GA0670700,Norcross Police Department,City,gwinnett,257,0,0,0,0,0,0.1001136047,810624,189028,61944,0.23318825990841624
norcross police department,2013,40,15834,GA0670700,Norcross Police Department,City,gwinnett,236,3,14000,1,974,0,0.1001136047,825911,199558,60445,0.2416216759432917
norcross police department,2014,44,16363,GA0670700,Norcross Police Department,City,gwinnett,233,0,0,3,3578.8075000000003,0,0.1001136047,842091,208408,60329,0.24748869183971803
norcross police department,2015,41,16640,GA0670700,Norcross Police Department,City,gwinnett,205,0,0,0,0,0,0.1001136047,859234,217990,60289,0.2537027166057209
norcross police department,2016,42,16929,GA0670700,Norcross Police Department,City,gwinnett,217,0,0,0,0,0,0.1001136047,874242,228057,61865,0.2608625529315681
norcross police department,2017,43,17060,GA0670700,Norcross Police Department,City,gwinnett,196,0,0,0,0,0,0.1001136047,889954,237488,64496,0.26685424190463775
norcross police department,2018,42,17089,GA0670700,Norcross Police Department,City,gwinnett,162,0,0,0,0,0,0.1001136047,902298,245748,67769,0.27235791279599425
norman park police department,2009,3,867,GA0350400,Norman Park Police Department,City,colquitt,0,0,0,0,0,0,0.0851855599,44633,10155,31707,0.22752223690990972
norman park police department,2010,3,972,GA0350400,Norman Park Police Department,City,colquitt,0,0,0,0,0,0,0.0851855599,44712,10162,32902,0.22727679370191448
norman park police department,2011,3,985,GA0350400,Norman Park Police Department,City,colquitt,0,0,0,0,0,0,0.0851855599,45079,10381,33345,0.23028461145988155
norman park police department,2012,2,991,GA0350400,Norman Park Police Department,City,colquitt,5,6,11680.52,0,0,0,0.0851855599,45531,10448,33186,0.22947003140717315
norman park police department,2013,2,976,GA0350400,Norman Park Police Department,City,colquitt,8,0,0,0,0,0,0.0851855599,45781,10726,32484,0.2342893340031891
norman park police department,2014,3,972,GA0350400,Norman Park Police Department,City,colquitt,8,0,0,0,0,0,0.0851855599,45987,10722,32233,0.23315284754387108
norman park police department,2015,3,964,GA0350400,Norman Park Police Department,City,colquitt,12,0,0,0,0,0,0.0851855599,46024,10631,32409,0.23098818007995828
norman park police department,2016,2,961,GA0350400,Norman Park Police Department,City,colquitt,8,0,0,0,0,0,0.0851855599,46002,10244,33968,0.22268597017520977
norman park police department,2017,2,968,GA0350400,Norman Park Police Department,City,colquitt,8,0,0,0,0,0,0.0851855599,45890,10413,34503,0.22691218130311613
norman park police department,2018,2,976,GA0350400,Norman Park Police Department,City,colquitt,9,0,0,0,0,0,0.0851855599,45606,10491,35472,0.23003552164188923
north georgia coll - dept,2009,12,0,GA0930200,University of North Georgia,University or College,lumpkin,0,0,0,0,0,0,0.0865314877,26417,531,41589,0.02010069273573835
north georgia coll - dept,2010,6,0,GA0930200,University of North Georgia,University or College,lumpkin,1,0,0,0,0,0,0.0865314877,28875,413,43394,0.014303030303030304
north georgia coll - dept,2011,12,0,GA0930200,University of North Georgia,University or College,lumpkin,0,0,0,0,0,0,0.0865314877,29419,487,43704,0.01655392773377749
north georgia coll - dept,2012,17,0,GA0930200,University of North Georgia,University or College,lumpkin,2,0,0,0,0,0,0.0865314877,30040,496,44595,0.01651131824234354
north georgia coll - dept,2013,31,0,GA0930200,University of North Georgia,University or College,lumpkin,1,0,0,0,0,0,0.0865314877,30428,766,43775,0.025174181674773234
north georgia coll - dept,2014,31,0,GA0930200,University of North Georgia,University or College,lumpkin,0,0,0,0,0,0,0.0865314877,30719,707,42764,0.023015072105211757
north georgia coll - dept,2015,33,0,GA0930200,University of North Georgia,University or College,lumpkin,1,0,0,0,0,0,0.0865314877,30921,700,43804,0.02263833640567899
north georgia coll - dept,2016,32,0,GA0930200,University of North Georgia,University or College,lumpkin,1,0,0,0,0,0,0.0865314877,31094,595,40634,0.019135524538496172
north georgia coll - dept,2017,35,0,GA0930200,University of North Georgia,University or College,lumpkin,-1,0,0,0,0,0,0.0865314877,31567,722,43039,0.022871986568251654
north georgia coll - dept,2018,35,0,GA0930200,University of North Georgia,University or College,lumpkin,0,0,0,0,0,0,0.0865314877,31951,605,47488,0.018935244593283464
oak park police department,2009,0,480,GA0530600,Oak Park Police Department,City,emanuel,0,0,0,0,0,0,0.0932715442,22620,7519,27924,0.3324049513704686
oak park police department,2010,0,480,GA0530600,Oak Park Police Department,City,emanuel,0,0,0,0,0,0,0.0932715442,22348,7553,30205,0.3379720780383032
oak park police department,2011,0,480,GA0530600,Oak Park Police Department,City,emanuel,0,0,0,0,0,0,0.0932715442,22439,7470,30427,0.33290253576362583
oak park police department,2012,0,480,GA0530600,Oak Park Police Department,City,emanuel,0,0,0,0,0,0,0.0932715442,22600,7606,31675,0.33654867256637166
oak park police department,2013,0,480,GA0530600,Oak Park Police Department,City,emanuel,0,0,0,0,0,0,0.0932715442,22669,7636,32046,0.3368476774449689
oak park police department,2014,0,480,GA0530600,Oak Park Police Department,City,emanuel,0,0,0,0,0,0,0.0932715442,22731,7685,33142,0.33808455413312216
oak park police department,2015,0,480,GA0530600,Oak Park Police Department,City,emanuel,0,0,0,0,0,0,0.0932715442,22731,7749,32229,0.34090009238484886
oak park police department,2016,0,480,GA0530600,Oak Park Police Department,City,emanuel,9,0,0,0,0,0,0.0932715442,22723,7730,31522,0.3401839545834617
oak park police department,2017,0,480,GA0530600,Oak Park Police Department,City,emanuel,2,0,0,0,0,0,0.0932715442,22502,7714,33089,0.34281397209136966
oak park police department,2018,0,480,GA0530600,Oak Park Police Department,City,emanuel,5,0,0,0,0,0,0.0932715442,22499,7698,34946,0.34214853993510824
oakwood police department,2009,12,4531,GA0690400,Oakwood Police Department,City,hall,45,0,0,0,0,0,0.0865314877,177685,11630,51222,0.06545290823648592
oakwood police department,2010,13,3970,GA0690400,Oakwood Police Department,City,hall,52,0,0,0,0,0,0.0865314877,175001,12743,50876,0.07281672676156137
oakwood police department,2011,15,4022,GA0690400,Oakwood Police Department,City,hall,46,0,0,0,0,0,0.0865314877,178286,13227,52050,0.0741897849522677
oakwood police department,2012,15,4089,GA0690400,Oakwood Police Department,City,hall,48,0,0,0,0,0,0.0865314877,180831,13395,52174,0.07407468852132654
oakwood police department,2013,14,4126,GA0690400,Oakwood Police Department,City,hall,40,0,0,0,0,0,0.0865314877,182841,13644,50853,0.07462221274221865
oakwood police department,2014,14,4171,GA0690400,Oakwood Police Department,City,hall,39,0,0,0,0,0,0.0865314877,185318,13981,51036,0.07544329207092673
oakwood police department,2015,15,4209,GA0690400,Oakwood Police Department,City,hall,62,0,0,0,0,0,0.0865314877,187916,14181,51202,0.07546456927563379
oakwood police department,2016,14,4218,GA0690400,Oakwood Police Department,City,hall,1071,0,0,0,0,0,0.0865314877,190482,14240,51902,0.07475771988954337
oakwood police department,2017,13,4200,GA0690400,Oakwood Police Department,City,hall,0,0,0,0,0,0,0.0865314877,192865,14421,55622,0.07477250926814093
oakwood police department,2018,14,4179,GA0690400,Oakwood Police Department,City,hall,30,0,0,0,0,0,0.0865314877,195961,14540,59898,0.07419843744418532
ocilla police department,2009,12,3130,GA0770100,Ocilla Police Department,City,irwin,38,0,0,0,0,0,0.0851855599,10138,2545,37328,0.2510357072400868
ocilla police department,2010,13,3414,GA0770100,Ocilla Police Department,City,irwin,34,0,0,0,0,0,0.0851855599,9642,2570,38376,0.2665422111595105
ocilla police department,2011,12,3459,GA0770100,Ocilla Police Department,City,irwin,45,0,0,0,0,0,0.0851855599,9625,2718,40379,0.2823896103896104
ocilla police department,2012,13,3606,GA0770100,Ocilla Police Department,City,irwin,48,0,0,0,0,0,0.0851855599,9646,2794,38770,0.28965374248393116
ocilla police department,2013,12,3553,GA0770100,Ocilla Police Department,City,irwin,47,0,0,0,0,0,0.0851855599,9571,2714,40771,0.2835649357433915
ocilla police department,2014,12,3485,GA0770100,Ocilla Police Department,City,irwin,34,0,0,0,0,0,0.0851855599,9482,2767,36729,0.291816072558532
ocilla police department,2015,12,3243,GA0770100,Ocilla Police Department,City,irwin,38,0,0,0,0,0,0.0851855599,9408,2679,34156,0.28475765306122447
ocilla police department,2016,12,3372,GA0770100,Ocilla Police Department,City,irwin,31,0,0,0,0,0,0.0851855599,9365,2616,29846,0.2793379604911906
ocilla police department,2017,14,3630,GA0770100,Ocilla Police Department,City,irwin,23,0,0,0,0,0,0.0851855599,9278,2605,34677,0.28077171804268164
ocilla police department,2018,13,3653,GA0770100,Ocilla Police Department,City,irwin,39,0,0,0,0,0,0.0851855599,9268,2759,32339,0.2976909797151489
oconee county sheriff's department,2009,49,29819,GA1080000,Oconee County Sheriff's Office,County,oconee,193,0,0,0,0,0,0.0932715442,31422,2105,69959,0.06699127999490803
oconee county sheriff's department,2010,57,29976,GA1080000,Oconee County Sheriff's Office,County,oconee,221,0,0,0,0,0,0.0932715442,31508,1684,74352,0.05344674368414371
oconee county sheriff's department,2011,57,30371,GA1080000,Oconee County Sheriff's Office,County,oconee,149,0,0,0,0,0,0.0932715442,32246,1571,75136,0.04871922098864975
oconee county sheriff's department,2012,56,30812,GA1080000,Oconee County Sheriff's Office,County,oconee,89,0,0,0,0,0,0.0932715442,32814,1802,77571,0.054915584811361
oconee county sheriff's department,2013,56,30922,GA1080000,Oconee County Sheriff's Office,County,oconee,103,0,0,0,0,0,0.0932715442,33240,1836,75004,0.05523465703971119
oconee county sheriff's department,2014,28,31498,GA1080000,Oconee County Sheriff's Office,County,oconee,120,0,0,0,0,0,0.0932715442,33769,1901,75057,0.0562942343569546
oconee county sheriff's department,2015,58,32860,GA1080000,Oconee County Sheriff's Office,County,oconee,122,0,0,0,0,0,0.0932715442,34400,2029,72182,0.05898255813953488
oconee county sheriff's department,2016,55,33691,GA1080000,Oconee County Sheriff's Office,County,oconee,121,0,0,11,660.0999999999999,0,0.0932715442,35071,2056,75946,0.05862393430469619
oconee county sheriff's department,2017,58,34714,GA1080000,Oconee County Sheriff's Office,County,oconee,84,7,508.6666666666667,7,280.875,0,0.0932715442,35972,1952,77388,0.054264427888357614
oconee county sheriff's department,2018,63,35849,GA1080000,Oconee County Sheriff's Office,County,oconee,56,50,35.175,0,0,0,0.0932715442,37017,2005,88308,0.05416430288786234
oconee police department,2009,1,290,GA1500500,Oconee  Police Department,City,washington,0,0,0,0,0,0,0.0932715442,20608,10771,31178,0.5226611024844721
oconee police department,2010,0,252,GA1500500,Oconee  Police Department,City,washington,0,0,0,0,0,0,0.0932715442,21112,11184,31382,0.5297461159530125
oconee police department,2011,0,255,GA1500500,Oconee  Police Department,City,washington,0,0,0,0,0,0,0.0932715442,21175,11205,31784,0.5291617473435656
oconee police department,2012,0,253,GA1500500,Oconee  Police Department,City,washington,0,0,0,0,0,0,0.0932715442,21092,11197,31441,0.5308647828560592
oconee police department,2013,0,251,GA1500500,Oconee  Police Department,City,washington,0,0,0,0,0,0,0.0932715442,20982,11077,33652,0.5279287007911543
oconee police department,2014,0,253,GA1500500,Oconee  Police Department,City,washington,0,0,0,0,0,0,0.0932715442,20861,10967,34877,0.525717846699583
oconee police department,2015,0,250,GA1500500,Oconee  Police Department,City,washington,0,0,0,0,0,0,0.0932715442,20785,10935,37932,0.526100553283618
oconee police department,2016,0,257,GA1500500,Oconee  Police Department,City,washington,0,0,0,0,0,0,0.0932715442,20680,10952,37417,0.5295938104448743
oconee police department,2017,0,257,GA1500500,Oconee  Police Department,City,washington,0,0,0,0,0,0,0.0932715442,20506,10880,38097,0.5305764166585389
oconee police department,2018,0,257,GA1500500,Oconee  Police Department,City,washington,0,0,0,0,0,0,0.0932715442,20461,10845,38092,0.5300327452226187
off of consumer affairs georgia criminal div,2009,14,0,GA0604400,Morehouse College,University or College,fulton,40,0,0,0,0,0,0.1001136047,987148,423852,58573,0.42937026666720696
off of consumer affairs georgia criminal div,2010,17,0,GA0604400,Morehouse College,University or College,fulton,34,0,0,0,0,0,0.1001136047,886982,389377,56709,0.4389908701642198
off of consumer affairs georgia criminal div,2011,18,0,GA0604400,Morehouse College,University or College,fulton,33,0,0,0,0,0,0.1001136047,907811,400328,57582,0.44098165807640577
off of consumer affairs georgia criminal div,2012,18,0,GA0604400,Morehouse College,University or College,fulton,34,0,0,0,0,0,0.1001136047,929535,410993,57664,0.4421490315049998
off of consumer affairs georgia criminal div,2013,20,0,GA0604400,Morehouse College,University or College,fulton,30,0,0,0,0,0,0.1001136047,948554,418997,56857,0.44172182079249045
off of consumer affairs georgia criminal div,2014,16,0,GA0604400,Morehouse College,University or College,fulton,14,0,0,0,0,0,0.1001136047,967100,426478,56642,0.4409864543480509
off of consumer affairs georgia criminal div,2015,20,0,GA0604400,Morehouse College,University or College,fulton,29,0,0,0,0,0,0.1001136047,983903,433529,57207,0.44062168730047574
off of consumer affairs georgia criminal div,2016,7,0,GA0604400,Morehouse College,University or College,fulton,22,0,0,0,0,0,0.1001136047,996757,439282,58851,0.44071122650756406
off of consumer affairs georgia criminal div,2017,8,0,GA0604400,Morehouse College,University or College,fulton,58,0,0,0,0,0,0.1001136047,1010420,445952,61336,0.44135310069080186
off of consumer affairs georgia criminal div,2018,6,0,GA0604400,Morehouse College,University or College,fulton,29,0,0,0,0,0,0.1001136047,1021902,451053,64787,0.4413857688897761
oglethorpe county sheriff's department,2009,20,14207,GA1090000,Oglethorpe County Sheriff's Office,County,oglethorpe,194,0,0,0,0,0,0.0932715442,13927,2650,44465,0.19027787750412867
oglethorpe county sheriff's department,2010,10,14899,GA1090000,Oglethorpe County Sheriff's Office,County,oglethorpe,195,0,0,0,0,0,0.0932715442,14556,2597,39319,0.17841439956031876
oglethorpe county sheriff's department,2011,19,15095,GA1090000,Oglethorpe County Sheriff's Office,County,oglethorpe,214,0,0,0,0,0,0.0932715442,14686,2597,43255,0.17683508102955195
oglethorpe county sheriff's department,2012,19,14843,GA1090000,Oglethorpe County Sheriff's Office,County,oglethorpe,171,0,0,0,0,0,0.0932715442,14745,2478,42428,0.16805696846388607
oglethorpe county sheriff's department,2013,20,14527,GA1090000,Oglethorpe County Sheriff's Office,County,oglethorpe,131,0,0,0,0,0,0.0932715442,14730,2463,45729,0.16720977596741343
oglethorpe county sheriff's department,2014,18,14507,GA1090000,Oglethorpe County Sheriff's Office,County,oglethorpe,162,0,0,0,0,0,0.0932715442,14695,2238,46901,0.15229669955767267
oglethorpe county sheriff's department,2015,18,14639,GA1090000,Oglethorpe County Sheriff's Office,County,oglethorpe,150,0,0,0,0,0,0.0932715442,14688,2379,44226,0.16196895424836602
oglethorpe county sheriff's department,2016,18,14849,GA1090000,Oglethorpe County Sheriff's Office,County,oglethorpe,107,0,0,0,0,0,0.0932715442,14743,2464,44403,0.16713016346740825
